ax,ay,az,gx,gy,gz
0.021,0.852,-0.521,1.526,1.160,0.732
0.021,0.851,-0.520,2.502,1.221,0.610
0.022,0.848,-0.514,2.869,1.160,0.549
0.022,0.850,-0.517,2.869,1.343,0.610
0.022,0.850,-0.520,2.930,1.160,0.854
0.023,0.851,-0.517,3.296,1.160,0.916
0.024,0.851,-0.517,3.357,1.282,0.793
0.022,0.851,-0.514,3.784,1.221,0.854
0.021,0.848,-0.513,3.784,1.465,0.732
0.021,0.851,-0.513,3.784,1.343,1.160
0.022,0.850,-0.511,3.662,1.282,1.038
0.022,0.851,-0.509,3.784,1.099,1.038
0.021,0.850,-0.509,3.479,1.160,1.160
0.024,0.851,-0.510,2.869,0.366,1.404
0.023,0.851,-0.513,2.930,-0.305,1.587
0.022,0.857,-0.512,3.174,-0.427,2.014
0.025,0.855,-0.508,3.357,-0.671,1.831
0.023,0.857,-0.511,4.211,-0.183,1.526
0.027,0.859,-0.515,5.737,0.122,1.770
0.023,0.872,-0.522,8.972,0.061,1.404
0.022,0.875,-0.516,13.062,-0.183,0.916
0.026,0.890,-0.516,16.541,0.000,0.549
0.028,0.902,-0.504,23.437,-0.916,-0.122
0.019,0.971,-0.488,30.640,-3.723,-1.953
0.040,0.964,-0.488,42.908,-7.324,-3.174
0.086,1.031,-0.534,38.269,-11.292,3.174
0.112,1.262,-0.603,54.749,3.357,16.113
0.031,1.296,-0.303,79.041,7.812,26.306
-0.083,0.915,-0.147,65.674,3.967,14.343
-0.051,0.955,0.052,62.439,-0.916,18.860
-0.077,1.026,0.056,32.776,-2.136,7.263
-0.076,0.986,0.073,43.335,-0.732,14.099
-0.051,0.964,0.074,38.818,-2.686,11.047
-0.068,0.850,0.080,24.963,-5.127,5.615
-0.091,0.904,0.076,18.433,-7.385,2.136
-0.097,0.850,0.052,15.198,-4.456,-1.648
-0.082,0.780,0.053,11.353,-0.916,-3.052
-0.048,0.820,0.064,1.526,0.488,-8.484
-0.019,0.797,0.066,2.014,4.700,-8.606
-0.046,0.820,0.124,-8.301,3.784,-8.362
-0.048,0.731,0.129,-15.991,4.211,-7.141
0.004,0.924,0.084,-22.217,-3.113,-16.357
0.050,1.077,0.031,-13.428,-3.906,-18.860
-0.073,0.965,0.019,-4.089,3.113,-1.770
-0.011,0.940,0.034,-10.071,9.766,-0.427
0.054,0.966,0.034,-3.235,2.625,-4.395
0.041,1.005,0.039,-10.193,0.671,-5.066
0.040,1.015,-0.013,4.883,5.981,3.113
-0.013,0.828,0.020,-2.625,13.916,2.686
0.002,0.887,-0.005,-21.667,7.202,-6.958
0.072,1.175,-0.003,-19.470,-5.249,-0.610
0.029,1.031,-0.026,12.573,12.207,2.808
0.030,0.972,-0.076,4.822,6.958,-0.366
0.053,0.927,-0.055,0.427,2.563,2.380
0.045,1.058,-0.032,-2.747,1.343,3.784
0.050,0.985,-0.047,9.705,0.916,0.854
0.038,1.005,-0.028,9.949,1.465,-0.305
0.045,0.945,-0.039,8.362,1.038,2.380
0.041,0.959,-0.024,5.554,0.122,2.258
0.045,0.976,-0.003,0.122,-0.916,2.258
0.044,0.987,0.005,4.944,-1.831,1.770
0.029,0.958,0.000,2.014,-3.235,2.319
0.037,0.992,0.030,-1.099,-4.883,2.136
0.027,0.950,0.076,-4.333,-3.479,0.854
0.025,1.055,0.085,0.977,-5.310,-1.404
-0.013,0.952,0.118,9.033,-0.977,1.648
-0.013,1.162,0.182,22.522,-2.502,0.793
-0.009,0.862,0.154,50.537,5.981,23.865
0.050,0.881,-0.116,60.852,-9.216,14.771
-0.059,0.711,0.131,29.663,10.071,10.498
0.049,0.619,-0.074,24.536,10.498,20.081
-0.020,0.836,0.063,-1.404,-15.320,-1.343
0.037,0.679,0.061,1.038,5.432,-2.808
-0.130,1.042,0.092,-26.001,-2.625,-8.484
-0.096,0.917,0.141,-30.212,2.808,-9.583
0.025,0.819,0.002,-33.752,6.897,-1.282
0.028,1.020,-0.041,-49.316,2.991,-11.169
-0.059,0.969,-0.025,-49.988,2.441,-6.714
0.010,1.143,-0.076,-55.664,9.888,-3.540
0.122,1.004,-0.307,-50.171,3.357,-9.827
0.121,1.212,-0.359,-40.344,8.240,-2.197
0.080,1.122,-0.458,-16.846,15.198,0.000
0.049,0.985,-0.375,-14.771,5.981,-1.953
0.021,0.894,-0.368,-18.066,13.428,2.869
0.024,0.913,-0.427,-25.085,9.277,3.235
0.015,0.941,-0.462,-25.330,4.395,1.038
0.026,0.966,-0.483,-20.325,2.441,0.061
0.019,0.942,-0.487,-18.921,4.089,-0.488
0.026,0.885,-0.490,-10.986,1.282,-1.160
0.025,0.875,-0.492,-5.615,1.404,-1.648
0.033,0.871,-0.498,-1.587,2.808,-1.343
0.039,0.887,-0.509,0.610,2.441,-0.732
0.043,0.876,-0.488,5.737,0.549,-0.549
0.037,0.863,-0.482,6.165,0.977,0.183
0.036,0.862,-0.471,7.019,0.671,0.488
0.030,0.874,-0.477,4.150,1.648,1.221
0.035,0.871,-0.480,4.639,1.831,0.793
0.036,0.879,-0.489,6.287,1.465,0.854
0.032,0.876,-0.474,8.179,1.282,0.671
0.031,0.875,-0.464,8.240,1.465,0.793
0.032,0.877,-0.450,6.714,1.404,0.977
0.035,0.880,-0.448,4.333,1.892,1.221
0.037,0.877,-0.449,3.601,0.488,0.793
0.034,0.878,-0.454,2.686,0.854,1.160
0.036,0.879,-0.456,2.625,0.916,1.160
0.034,0.880,-0.459,2.502,1.221,1.038
0.036,0.880,-0.461,2.808,1.099,0.916
0.038,0.877,-0.455,2.991,1.221,0.854
0.036,0.880,-0.458,2.502,1.343,1.160
0.035,0.879,-0.458,2.869,1.160,1.038
0.035,0.880,-0.461,2.075,1.343,0.854
0.037,0.880,-0.460,2.197,1.404,1.221
0.036,0.879,-0.461,2.686,1.465,1.038
0.035,0.879,-0.461,2.625,1.404,1.099
0.036,0.880,-0.462,2.563,1.343,1.160
0.034,0.874,-0.448,2.258,0.610,1.282
0.034,0.876,-0.464,0.305,0.244,2.075
0.033,0.879,-0.473,0.854,-0.305,2.625
0.039,0.889,-0.477,2.014,-0.366,2.136
0.035,0.881,-0.479,7.019,-0.916,0.732
0.037,0.884,-0.470,8.972,-1.038,0.854
0.036,0.903,-0.471,11.353,-1.160,0.366
0.039,0.906,-0.462,16.602,-2.502,-0.977
0.052,0.934,-0.472,19.836,-2.502,-0.549
0.053,0.970,-0.482,31.677,-7.019,-3.906
0.061,1.035,-0.483,39.673,-10.986,-2.747
0.120,1.089,-0.482,33.264,-11.169,4.395
0.156,1.247,-0.531,76.660,4.761,21.118
-0.065,1.149,-0.212,72.327,11.414,18.311
0.000,0.884,-0.156,68.420,4.456,16.663
-0.051,0.954,0.048,66.895,3.113,16.907
-0.055,0.994,0.075,34.851,-1.038,9.399
-0.057,1.076,0.097,36.987,-1.160,15.625
-0.105,0.944,0.117,39.124,2.319,12.756
-0.066,0.846,0.106,18.982,-0.793,7.080
-0.026,0.869,0.107,15.198,-2.258,5.920
-0.032,0.813,0.065,15.625,-3.723,0.000
-0.076,0.719,0.076,6.531,-0.183,-2.441
-0.043,0.762,0.051,-9.094,-5.554,-4.700
-0.032,0.883,0.051,-23.071,-6.836,-10.681
-0.072,0.960,0.062,-6.592,5.249,-13.062
-0.026,0.944,0.101,-1.221,11.597,-5.493
-0.019,0.913,0.099,-4.150,11.108,-8.362
0.038,0.844,0.050,-9.033,11.230,-5.005
0.098,0.825,0.039,-8.789,6.287,2.441
-0.015,0.823,0.091,-28.015,6.775,7.141
-0.002,0.853,0.067,-44.678,0.244,-17.151
0.072,1.221,0.068,-37.231,-6.042,-24.841
-0.071,1.100,0.041,31.067,9.399,-0.977
-0.055,0.844,-0.002,13.794,2.625,0.977
0.022,1.032,0.012,2.502,6.042,4.211
0.095,0.952,-0.035,-1.892,5.005,1.587
0.094,0.916,-0.019,-3.845,3.845,-0.244
0.058,1.039,-0.074,-9.827,-5.493,-1.709
0.045,1.000,-0.081,4.639,-7.507,-2.014
0.050,0.991,-0.076,12.085,-0.916,0.000
0.048,0.932,-0.063,1.221,-1.099,0.244
0.058,1.006,-0.047,0.916,-5.676,-1.648
0.063,0.973,-0.063,4.517,-2.930,-0.732
0.069,0.983,-0.073,3.540,-4.883,0.000
0.068,0.978,-0.073,0.732,-7.019,1.343
0.059,0.972,-0.081,2.686,-4.822,3.479
0.042,0.964,-0.064,1.343,-4.333,0.977
0.049,0.988,-0.068,0.549,-4.822,1.221
0.055,0.980,-0.068,1.770,-5.188,-0.183
0.047,1.002,-0.064,5.798,-4.761,-0.977
0.053,0.983,-0.065,7.996,-4.517,0.488
0.051,0.989,-0.046,7.080,-4.089,3.052
0.046,0.951,-0.038,9.644,-1.099,2.563
0.047,0.989,-0.041,6.775,-3.052,-0.183
0.049,0.973,-0.006,3.784,-1.648,0.793
0.036,0.986,0.026,5.432,0.854,1.404
0.003,0.903,0.094,-1.343,6.104,3.296
-0.078,0.926,0.120,-18.494,8.545,-4.150
0.073,1.110,0.126,-3.967,6.104,-3.296
0.019,0.938,-0.017,18.799,10.742,48.340
-0.041,0.863,-0.233,47.791,-1.831,37.415
0.050,0.759,-0.131,45.227,10.681,36.194
-0.043,1.182,0.106,20.447,14.587,13.367
-0.027,0.443,-0.122,34.546,10.803,5.188
0.074,0.677,-0.053,-6.531,4.700,2.625
-0.014,1.095,0.126,-17.029,2.991,-22.644
-0.149,0.785,-0.011,-22.156,10.010,-23.010
-0.011,0.813,-0.059,-49.133,4.761,-5.188
0.097,1.115,-0.055,-48.645,-1.282,-7.263
-0.103,1.147,-0.107,-40.405,-6.775,-14.893
-0.130,1.489,-0.116,-41.687,-5.676,-4.883
0.081,1.288,-0.258,-53.833,6.653,-3.357
0.053,1.263,-0.457,-29.907,6.470,-7.446
0.077,0.964,-0.422,-15.198,6.836,-10.315
0.060,0.919,-0.391,-10.254,8.850,-0.305
0.042,0.927,-0.404,-17.822,12.512,2.869
0.028,0.947,-0.417,-11.108,6.653,2.625
0.037,0.940,-0.414,-13.489,5.249,1.648
0.021,0.940,-0.422,-16.663,3.540,1.465
0.018,0.899,-0.444,-15.564,3.723,1.465
0.020,0.892,-0.469,-12.390,1.831,0.000
0.026,0.890,-0.494,-8.301,2.502,-0.122
0.026,0.912,-0.502,-2.747,0.916,-0.549
0.029,0.880,-0.489,2.991,1.404,-0.305
0.029,0.871,-0.465,3.845,1.831,0.244
0.027,0.879,-0.472,2.747,1.892,0.366
0.031,0.873,-0.469,4.578,0.427,0.000
0.032,0.868,-0.465,4.028,0.793,0.610
0.031,0.878,-0.476,3.845,1.831,0.977
0.029,0.877,-0.469,4.639,1.282,0.793
0.029,0.875,-0.465,3.845,1.648,1.038
0.030,0.875,-0.466,3.479,1.587,1.099
0.032,0.877,-0.466,3.418,1.099,1.221
0.031,0.877,-0.465,3.662,1.953,1.099
0.029,0.879,-0.468,3.906,1.282,0.977
0.029,0.874,-0.457,3.601,1.282,1.221
0.029,0.878,-0.467,3.113,1.343,0.977
0.030,0.879,-0.465,3.296,1.160,1.038
0.030,0.880,-0.468,3.540,1.221,1.221
0.030,0.879,-0.466,4.089,1.404,0.977
0.028,0.879,-0.463,3.967,1.709,1.099
0.030,0.882,-0.461,4.395,1.099,1.099
0.031,0.885,-0.462,4.883,0.671,0.854
0.026,0.878,-0.457,5.310,1.038,0.793
0.027,0.882,-0.457,4.395,0.977,1.099
0.030,0.879,-0.446,3.845,1.465,1.770
0.027,0.883,-0.447,3.479,0.305,1.465
0.030,0.883,-0.453,4.089,-0.244,1.526
0.032,0.885,-0.454,3.723,-0.122,2.014
0.027,0.891,-0.460,4.272,-0.061,1.343
0.031,0.893,-0.456,7.690,-0.732,1.099
0.031,0.899,-0.449,8.240,0.122,1.526
0.032,0.914,-0.461,12.329,-1.221,0.427
0.045,0.928,-0.463,16.357,-2.380,-0.610
0.035,1.000,-0.496,23.071,-4.822,-2.625
0.074,0.991,-0.506,25.269,-9.705,0.122
0.073,1.068,-0.509,22.766,-5.249,9.338
0.081,1.188,-0.592,65.491,7.812,29.297
0.021,1.099,-0.213,83.374,11.047,26.672
-0.061,0.868,-0.173,64.209,4.944,19.104
-0.049,0.834,0.011,60.974,2.258,15.747
-0.081,0.958,0.063,46.021,-2.197,10.071
-0.076,1.036,0.025,32.471,-2.380,8.301
-0.106,0.994,0.085,40.955,0.305,8.301
-0.105,0.995,0.142,27.039,-5.249,6.165
-0.076,0.839,0.121,23.254,-3.784,4.700
-0.127,0.972,0.114,15.259,-6.836,0.549
-0.078,0.853,0.083,9.705,-7.935,-4.089
-0.091,0.836,0.080,-1.343,-7.385,-9.033
-0.078,0.754,0.005,1.892,-8.362,-12.329
-0.075,0.766,0.055,-4.944,-6.348,-11.169
-0.071,0.899,0.055,-8.301,-5.920,-16.846
-0.021,0.863,0.076,3.967,-3.296,-11.108
-0.079,0.978,0.085,-7.446,-8.118,-15.076
-0.088,1.038,0.103,-16.052,-3.174,-7.690
0.010,0.828,0.124,-6.775,8.240,0.549
0.021,0.872,0.115,-16.479,13.977,3.479
0.037,0.902,0.069,-21.912,0.122,-11.780
0.067,1.279,0.103,-21.606,-2.319,-13.306
0.002,1.075,-0.031,9.216,16.479,4.883
0.033,0.825,0.078,2.563,10.315,1.892
-0.006,0.947,0.024,-9.583,3.174,1.831
0.026,1.096,0.060,2.747,4.700,3.113
0.075,0.963,-0.009,11.230,3.601,4.395
0.036,0.943,0.037,12.085,-0.671,0.854
0.034,0.960,-0.010,7.324,-5.493,-0.977
0.018,0.959,0.009,2.258,-2.930,0.305
0.024,0.969,0.019,-2.014,-4.028,0.244
0.023,1.010,0.024,3.601,-4.578,1.892
0.032,0.975,-0.004,4.395,-1.526,0.183
0.020,0.964,0.010,5.310,-0.854,-0.244
0.034,0.977,-0.001,3.052,-0.549,-1.038
0.040,0.972,-0.002,3.540,0.549,0.000
0.039,0.973,0.002,0.793,1.160,-0.854
0.033,0.988,0.001,-0.488,-0.732,-0.427
0.027,0.984,0.001,0.977,-0.610,-0.061
0.037,0.980,0.001,1.099,0.061,0.366
0.030,0.987,0.001,2.075,0.183,-0.183
0.034,0.993,0.002,3.235,0.549,0.732
0.037,0.978,0.001,4.333,0.122,1.709
0.033,0.968,0.008,4.028,0.732,1.160
0.022,0.961,0.014,1.099,1.831,0.732
0.016,0.946,0.041,-4.333,3.052,0.854
0.016,0.956,0.052,-9.644,1.343,-1.221
0.004,1.019,0.079,-8.606,1.343,-1.709
-0.030,0.902,0.109,-4.028,9.521,-0.061
-0.018,0.882,0.092,-24.902,11.475,-0.122
0.057,1.030,0.099,-26.428,-4.883,-1.404
0.070,1.168,-0.025,27.588,14.404,49.744
0.066,0.762,-0.226,73.975,-7.812,28.564
-0.118,0.783,-0.039,67.993,11.963,9.216
0.006,0.580,-0.049,23.682,20.264,18.860
-0.062,1.169,-0.075,32.043,-5.737,3.845
0.040,0.640,0.000,0.610,7.385,5.737
-0.081,1.058,0.086,-8.606,9.766,-18.250
-0.009,0.873,0.022,-33.081,13.123,-11.963
0.072,0.760,-0.005,-39.734,6.042,-0.183
-0.083,1.181,-0.115,-65.613,-4.761,-4.639
-0.049,1.112,-0.045,-51.636,0.977,-12.390
0.047,1.082,-0.113,-29.297,-3.174,-14.832
0.034,1.352,-0.242,-37.964,4.211,-8.057
0.144,1.224,-0.389,-10.193,9.521,-11.292
0.125,1.000,-0.338,-16.235,4.639,-5.798
0.057,0.930,-0.362,-12.085,9.399,-1.770
0.068,0.944,-0.424,-15.442,11.902,1.648
0.049,0.886,-0.385,4.150,37.720,8.850
0.052,1.033,-0.385,12.817,22.766,6.836
0.011,1.181,-0.346,-3.296,11.292,6.287
-0.004,0.964,-0.336,-12.451,4.944,2.991
0.011,0.924,-0.359,4.211,3.113,3.296
0.005,0.930,-0.348,-8.484,0.366,1.404
0.005,0.913,-0.362,2.014,1.099,1.831
0.017,0.965,-0.387,-6.531,-0.488,1.526
0.011,0.918,-0.376,-2.075,-0.549,0.793
0.015,0.911,-0.381,1.099,-2.319,0.000
0.018,0.912,-0.381,2.625,-0.549,1.099
0.014,0.911,-0.378,2.991,1.587,1.404
0.012,0.914,-0.387,2.686,1.404,0.671
0.016,0.911,-0.386,2.747,1.892,0.977
0.014,0.913,-0.391,2.502,1.160,0.610
0.016,0.912,-0.387,1.587,0.366,0.610
0.014,0.911,-0.388,1.404,0.061,0.244
0.014,0.911,-0.387,1.648,0.549,0.549
0.017,0.911,-0.386,4.578,3.723,1.282
0.013,0.915,-0.386,3.845,5.371,1.160
0.019,0.912,-0.385,3.845,8.118,-1.099
0.018,0.916,-0.399,1.465,4.822,-1.953
0.025,0.914,-0.408,-5.005,-0.366,-7.446
0.039,0.957,-0.447,-5.005,-6.958,-5.981
0.036,0.837,-0.406,15.442,-17.761,-0.366
0.070,0.990,-0.504,30.212,-11.230,-6.958
0.114,1.109,-0.575,28.198,-21.057,-5.188
0.217,1.414,-0.641,43.091,-5.371,16.357
0.022,1.158,-0.231,80.872,10.681,23.743
0.024,0.842,-0.191,74.158,-4.517,17.761
-0.016,0.839,0.042,61.584,-3.906,19.653
-0.080,1.006,0.043,36.255,-7.385,8.362
-0.070,1.035,0.048,31.982,-5.188,10.071
-0.036,0.988,0.067,28.381,-5.615,9.644
-0.070,1.023,0.075,14.648,-6.226,-0.977
-0.031,0.893,0.072,13.733,-4.089,-0.244
-0.059,0.873,0.068,12.634,-6.714,-1.282
-0.060,0.756,0.043,8.667,-2.991,-7.507
-0.022,0.809,0.043,2.014,-5.127,-11.658
-0.015,0.800,0.067,1.221,-0.854,-10.742
0.002,0.798,0.122,-0.732,7.202,-7.874
-0.037,0.760,0.120,-7.874,2.441,-5.127
-0.005,0.853,0.125,-12.939,1.343,-9.155
-0.007,1.000,0.058,-11.902,0.000,-7.751
0.019,0.868,0.057,-11.658,11.230,-4.333
0.052,0.959,0.053,-27.954,15.625,-3.113
0.020,0.977,0.021,-27.100,7.568,2.319
0.048,1.018,0.043,-18.127,10.437,-4.883
0.095,1.120,0.043,2.258,17.334,-5.493
0.063,0.928,-0.050,11.902,3.113,0.610
0.043,0.980,-0.042,0.183,-1.282,2.014
0.055,0.996,-0.026,3.540,7.874,2.808
0.069,0.951,-0.073,4.700,1.404,0.549
0.073,0.961,-0.052,-0.061,-0.977,2.319
0.084,1.015,-0.068,-0.061,-1.465,2.441
0.069,0.964,-0.054,6.958,-2.686,1.831
0.055,0.979,-0.067,3.906,-2.747,1.831
0.041,0.950,-0.068,0.793,-1.709,0.305
0.042,0.988,-0.058,2.075,1.160,0.061
0.066,0.980,-0.088,3.174,1.221,1.587
0.069,0.981,-0.066,0.854,0.366,0.122
0.061,0.989,-0.061,5.432,0.977,1.099
0.058,0.966,-0.055,4.822,-0.671,1.343
0.055,0.961,-0.042,1.221,-0.183,0.793
0.044,0.980,-0.024,1.099,0.671,0.427
0.036,0.960,-0.004,-1.343,3.052,-0.366
0.041,0.963,0.014,-4.578,3.723,-1.770
0.042,0.978,0.034,-9.338,2.075,-2.930
0.049,1.052,0.054,-6.775,-1.648,-2.014
0.054,1.200,0.122,32.532,6.348,15.991
0.074,0.816,-0.024,59.998,3.113,29.968
0.121,0.668,-0.077,49.927,-11.963,6.531
0.077,0.599,-0.052,36.804,-3.906,3.052
-0.054,0.938,-0.051,0.671,1.282,4.517
-0.047,0.770,0.095,19.348,0.061,-5.554
-0.030,0.896,-0.079,11.353,-1.404,7.935
0.010,0.688,0.001,-17.151,6.714,3.052
-0.114,0.880,0.058,-27.649,10.132,13.123
0.001,1.080,-0.064,-49.927,9.399,7.935
0.028,0.947,-0.003,-42.969,6.470,-6.470
-0.013,1.082,-0.033,-44.189,2.197,-3.235
0.003,1.337,-0.132,-47.119,2.625,-8.606
0.143,1.017,-0.257,-48.218,1.648,-14.771
0.062,1.314,-0.377,-41.504,2.258,-7.019
0.133,1.027,-0.407,-15.259,7.080,-7.263
0.055,0.907,-0.349,-16.602,8.911,-1.526
0.065,0.943,-0.384,-12.878,14.954,0.244
0.078,0.930,-0.395,-13.794,11.963,0.854
0.075,0.935,-0.413,-20.874,10.498,3.113
0.047,0.954,-0.446,-19.897,8.972,3.296
0.048,0.920,-0.457,-13.550,4.395,-0.549
0.038,0.880,-0.438,-13.245,4.028,0.793
0.045,0.896,-0.495,-12.024,5.249,2.258
0.053,0.905,-0.502,-4.822,2.380,0.854
0.044,0.879,-0.482,0.549,2.686,0.793
0.042,0.875,-0.483,4.272,1.831,0.488
0.042,0.876,-0.471,4.272,0.977,0.244
0.040,0.869,-0.465,1.953,1.770,0.916
0.046,0.871,-0.478,1.587,1.160,0.732
0.044,0.874,-0.480,2.014,0.854,0.732
0.046,0.870,-0.480,2.625,1.648,0.854
0.042,0.873,-0.483,3.540,1.160,0.671
0.040,0.871,-0.476,3.540,1.526,0.488
0.042,0.872,-0.480,3.479,1.831,0.610
0.044,0.870,-0.477,3.418,1.099,0.610
0.043,0.869,-0.474,3.418,1.282,0.793
0.043,0.874,-0.477,3.906,0.671,0.366
0.045,0.868,-0.472,3.723,1.221,0.610
0.043,0.872,-0.475,3.662,1.160,0.732
0.046,0.872,-0.471,3.662,1.099,0.671
0.045,0.871,-0.470,3.540,1.282,0.854
0.043,0.873,-0.472,2.930,1.099,0.854
0.046,0.869,-0.470,3.113,0.854,0.916
0.047,0.875,-0.474,2.502,0.793,1.221
0.045,0.874,-0.467,3.235,-0.061,1.038
0.049,0.879,-0.474,2.991,-0.122,1.282
0.045,0.884,-0.480,5.371,-1.099,0.122
0.049,0.879,-0.468,6.348,-0.916,-0.122
0.053,0.889,-0.475,6.775,-1.465,-0.610
0.057,0.901,-0.486,11.414,-2.869,-1.587
0.070,0.917,-0.488,19.043,-3.784,-2.014
0.067,0.930,-0.491,22.461,-4.639,-1.343
0.089,1.005,-0.522,31.311,-11.841,-1.709
0.172,1.005,-0.526,45.227,-13.062,6.592
0.222,1.131,-0.585,66.284,3.052,18.982
0.084,1.314,-0.279,69.641,5.676,25.818
-0.003,0.947,-0.181,69.580,-4.333,15.198
-0.041,0.905,-0.007,62.073,-4.395,21.912
-0.067,1.024,0.021,37.598,-2.991,7.446
-0.067,1.051,0.049,33.569,-4.395,7.812
-0.057,0.933,0.012,31.555,-0.732,7.507
-0.044,0.918,0.063,15.747,-4.578,3.174
-0.051,0.916,0.062,9.888,-5.676,0.549
-0.065,0.810,0.046,11.719,-3.296,-2.014
-0.034,0.740,0.046,7.263,0.000,-5.798
0.006,0.738,0.047,0.549,3.113,-7.568
0.017,0.738,0.039,-3.052,1.953,-8.179
0.023,0.941,0.056,-11.353,0.549,-12.512
0.000,0.845,0.071,-11.414,2.747,-3.235
0.017,0.919,0.053,-16.907,5.432,-4.578
-0.013,0.911,0.039,-17.822,12.695,-7.751
0.016,1.030,0.096,-14.404,10.803,-1.648
0.062,0.969,0.069,-4.272,11.414,-3.479
0.052,0.977,0.016,-6.165,0.305,-11.597
0.043,1.074,-0.012,2.197,8.057,-9.338
0.072,0.904,-0.001,7.202,10.559,-2.014
0.060,0.993,0.018,-11.536,3.540,3.662
0.055,0.983,-0.053,-3.052,-3.723,-0.427
0.079,0.997,-0.039,-4.944,0.732,0.488
0.060,0.993,-0.047,-0.610,-1.282,0.305
0.042,1.008,-0.056,2.075,0.427,-0.122
0.060,0.981,-0.056,4.089,2.014,0.183
0.065,0.963,-0.075,2.441,1.282,1.099
0.068,0.989,-0.074,1.099,1.404,1.770
0.086,0.980,-0.087,2.197,0.366,1.160
0.084,0.976,-0.080,3.967,-0.305,2.380
0.065,0.962,-0.072,3.967,0.244,0.793
0.053,0.985,-0.079,1.953,0.244,0.977
0.063,0.967,-0.063,1.648,1.892,1.648
0.071,0.979,-0.031,1.526,1.892,2.136
0.075,0.969,0.024,-1.221,0.183,1.404
0.050,0.992,0.058,-4.089,-5.066,-0.977
0.064,1.043,0.054,7.141,-5.554,-1.099
0.047,1.049,0.110,17.700,-1.831,5.432
-0.007,0.951,0.192,46.753,10.498,25.635
0.042,0.615,-0.076,63.843,-3.906,24.719
-0.048,0.545,-0.161,26.611,-4.395,8.606
0.017,0.701,-0.003,-15.503,13.123,14.282
0.024,0.977,0.030,23.987,3.174,6.104
0.008,0.698,-0.047,13.000,2.014,1.099
-0.087,0.969,-0.057,-26.062,12.634,-8.972
0.062,0.793,-0.042,-40.527,13.000,-4.578
-0.043,0.965,-0.053,-55.115,7.935,-2.991
0.047,1.162,-0.126,-49.866,7.996,-3.662
0.069,1.266,-0.125,-56.946,5.798,-16.479
0.184,0.902,-0.323,-50.903,7.141,-11.230
0.192,1.572,-0.323,-26.428,3.784,-5.615
0.109,0.929,-0.457,-25.208,11.047,-3.784
0.076,0.857,-0.423,-26.306,10.803,-2.686
0.084,0.907,-0.486,-28.198,15.137,7.080
0.044,0.960,-0.489,-16.052,7.996,5.920
0.048,0.973,-0.500,-12.390,6.531,4.456
0.037,0.966,-0.509,-6.531,4.822,2.197
0.038,0.885,-0.438,-3.723,3.479,1.831
0.042,0.859,-0.438,-4.761,5.127,2.563
0.033,0.865,-0.473,-3.906,4.822,1.221
0.039,0.890,-0.470,-3.723,2.502,0.610
0.035,0.893,-0.498,-3.784,4.700,2.136
0.038,0.888,-0.513,-0.366,2.563,0.916
0.041,0.861,-0.479,5.127,1.282,0.244
0.032,0.867,-0.486,5.066,2.197,1.099
0.031,0.872,-0.481,5.127,2.075,0.916
0.031,0.872,-0.473,5.737,1.709,1.038
0.033,0.871,-0.468,4.028,1.404,1.099
0.031,0.870,-0.475,3.540,0.732,0.977
0.033,0.872,-0.481,3.845,0.916,1.038
0.033,0.873,-0.477,4.089,1.282,0.977
0.032,0.875,-0.476,4.700,1.221,0.610
0.031,0.874,-0.469,4.150,1.404,0.854
0.033,0.872,-0.466,3.784,1.526,0.916
0.033,0.874,-0.468,3.296,1.221,0.793
0.032,0.874,-0.470,2.991,1.160,0.854
0.033,0.872,-0.469,2.380,1.404,0.916
0.032,0.875,-0.470,3.052,1.404,0.793
0.034,0.877,-0.474,2.869,1.404,0.671
0.033,0.873,-0.467,3.235,1.038,0.793
0.033,0.875,-0.473,2.625,1.648,0.854
0.032,0.875,-0.473,3.174,1.587,0.732
0.033,0.873,-0.467,3.296,0.977,0.671
0.031,0.871,-0.466,2.197,1.038,0.793
0.031,0.876,-0.464,2.319,-0.061,1.343
0.034,0.878,-0.472,1.709,-0.854,1.343
0.037,0.881,-0.479,1.709,-0.610,0.977
0.038,0.879,-0.485,4.578,-0.977,0.244
0.045,0.890,-0.485,7.874,-1.343,0.183
0.036,0.900,-0.491,10.803,-1.160,0.549
0.048,0.922,-0.500,17.456,-0.183,0.549
0.042,0.976,-0.503,25.269,-4.272,-1.404
0.054,1.261,-0.623,31.860,-13.916,0.183
0.249,1.295,-0.644,38.696,-12.634,14.038
-0.084,1.207,-0.431,65.430,6.348,29.236
-0.033,0.924,-0.244,70.740,2.136,19.897
-0.037,0.871,-0.096,59.143,1.526,22.583
-0.046,0.966,-0.061,42.542,-1.099,10.742
-0.050,1.020,-0.047,26.794,-3.113,10.681
-0.051,1.065,-0.033,27.222,-4.700,7.751
-0.069,0.985,-0.058,19.226,-6.042,5.798
-0.067,0.943,-0.011,17.090,-5.310,0.305
-0.060,0.895,0.002,15.625,-4.395,-6.958
-0.031,0.842,0.020,15.686,-3.906,-5.005
-0.004,0.793,0.008,14.771,-2.808,-9.399
0.007,0.794,0.030,12.756,-5.615,-7.751
-0.020,0.776,0.056,9.277,-5.676,-7.446
-0.019,0.686,0.040,1.526,-5.371,-5.188
-0.025,0.749,0.049,-16.541,-3.113,-13.489
0.001,1.069,0.063,-27.344,-2.563,-16.724
-0.003,1.031,0.046,-10.803,0.488,-7.874
