ax,ay,az,gx,gy,gz
-0.102,0.833,0.030,1.282,31.128,19.348
-0.070,0.984,0.140,-45.349,26.733,15.686
0.076,1.187,0.025,-9.338,38.879,13.977
0.208,0.886,-0.033,1.282,34.607,3.662
0.112,1.083,-0.021,-10.132,23.193,-1.343
0.015,0.981,0.024,16.663,21.118,-5.554
0.006,0.915,-0.052,28.931,30.396,-5.615
0.049,0.883,-0.063,0.061,27.161,2.625
0.067,0.920,-0.085,2.747,25.818,6.653
0.045,0.998,-0.080,0.549,24.109,13.123
0.057,1.004,-0.093,9.033,17.334,15.869
0.027,1.011,-0.052,0.488,5.554,3.845
0.076,0.920,0.049,11.475,6.958,0.488
0.044,0.911,0.080,6.165,13.611,-10.681
0.128,1.007,0.179,-7.141,9.399,-12.390
0.020,1.053,0.006,1.648,2.197,3.296
-0.068,0.938,-0.058,3.906,-6.775,-4.761
-0.116,1.050,0.033,1.770,7.019,1.282
-0.036,0.822,-0.047,21.667,10.437,11.841
0.058,0.896,-0.010,-5.127,-0.977,-2.747
-0.058,0.993,0.001,12.634,18.188,-31.128
-0.090,0.929,-0.128,12.329,41.687,-29.297
0.201,0.944,-0.077,-1.709,41.992,-19.226
0.262,1.072,0.073,15.564,27.466,-17.029
0.189,0.964,-0.060,16.602,3.479,-8.972
0.139,0.831,0.003,0.366,-15.320,9.399
0.004,0.707,0.078,0.122,-18.616,17.761
-0.003,0.544,0.058,-23.499,-28.992,25.391
0.197,0.658,0.033,-75.562,-27.710,22.278
-0.208,1.757,-0.272,-88.318,-29.724,46.509
-0.082,1.430,-0.263,-10.193,-1.404,10.864
-0.001,1.081,-0.122,14.954,-1.526,12.573
-0.029,1.076,-0.245,9.216,-7.080,10.620
-0.026,0.881,-0.199,2.075,0.549,-0.366
-0.049,0.989,-0.177,11.047,-2.747,11.536
-0.057,0.826,-0.158,25.452,2.502,8.301
0.045,0.894,-0.214,8.240,-5.005,7.568
-0.022,1.062,-0.121,11.902,-10.315,17.029
-0.051,0.880,-0.139,42.725,-7.507,7.690
-0.080,1.150,-0.023,2.258,-3.845,12.512
-0.007,0.921,0.053,32.715,5.066,10.071
0.045,0.819,0.011,46.692,10.925,19.348
-0.017,0.763,-0.052,12.817,1.648,18.250
-0.119,0.861,-0.022,-18.555,3.052,19.165
-0.291,1.125,0.038,-13.916,-16.602,0.305
-0.173,1.141,-0.155,-17.883,-9.460,10.132
0.074,1.037,0.031,-41.138,-9.460,-9.827
-0.180,1.319,-0.074,-7.996,-17.761,-23.499
-0.359,1.012,-0.014,15.686,-9.766,-15.686
-0.242,1.055,-0.027,12.451,11.780,-3.357
-0.113,0.875,-0.065,19.714,16.479,0.366
-0.083,0.898,-0.065,6.958,7.324,-2.502
-0.106,0.889,-0.140,13.916,6.714,-12.939
-0.087,0.780,-0.221,4.700,13.123,-22.278
-0.000,0.908,-0.041,-20.569,32.227,-36.194
0.188,1.164,-0.104,-5.432,19.897,-35.339
0.256,0.974,-0.068,42.236,8.545,-35.339
-0.050,0.921,0.038,18.677,8.789,0.183
-0.023,1.086,-0.123,12.085,-23.010,-26.123
0.135,0.864,0.067,1.648,-11.780,6.897
-0.133,0.684,-0.159,-0.366,6.470,0.427
0.298,0.643,-0.031,-36.438,-9.949,17.761
0.278,0.901,0.249,-77.515,-17.212,18.860
-0.141,2.263,-0.174,-42.480,-26.428,23.193
0.034,1.030,-0.251,29.724,-13.794,23.926
0.174,0.896,-0.140,-10.803,-18.433,28.015
0.123,1.107,-0.121,-6.531,-23.132,18.799
0.075,0.959,-0.158,15.625,-41.077,-2.563
0.099,0.841,-0.239,9.827,-31.311,9.949
-0.038,0.934,-0.011,7.385,-40.833,1.770
0.045,1.091,-0.075,11.169,-30.701,6.958
-0.099,0.974,-0.071,32.288,-36.255,3.113
-0.126,0.821,0.005,35.400,-21.545,9.338
0.075,0.976,-0.009,27.771,-27.405,12.207
0.065,0.860,-0.005,9.094,-31.982,18.677
-0.032,0.960,0.048,26.733,-28.320,10.498
0.160,0.989,0.013,30.945,-47.791,18.616
-0.082,0.626,0.008,11.536,-36.194,2.380
-0.301,0.880,0.005,-19.714,-7.141,-9.277
-0.268,1.104,0.128,-11.963,2.197,-10.864
-0.089,1.301,-0.100,12.878,36.499,-21.667
-0.000,1.034,-0.090,11.353,30.640,-24.231
-0.016,1.098,0.002,-25.452,3.235,-10.498
0.044,1.056,0.016,9.583,6.348,-5.127
0.026,0.954,0.014,22.339,-7.751,-12.817
0.130,0.906,-0.018,4.578,-18.738,-3.418
0.083,0.976,-0.016,10.864,-29.053,-4.150
0.043,0.820,-0.046,16.602,-28.992,-10.010
0.093,1.115,0.151,-3.174,-21.973,-24.536
-0.072,0.917,0.187,58.533,-26.672,-17.517
-0.204,0.684,-0.102,24.170,-4.211,2.136
0.231,0.724,0.084,-1.587,10.620,-19.958
0.106,1.094,0.163,3.906,30.945,0.366
0.127,0.829,0.039,12.756,17.822,18.494
0.174,0.908,0.078,-37.903,-1.648,28.381
0.138,1.065,0.052,-47.180,11.658,6.775
0.234,1.260,0.292,-42.603,-8.606,10.742
0.170,1.128,0.041,28.625,-23.071,13.916
-0.036,0.957,0.048,5.066,-38.940,20.813
-0.117,1.080,0.111,-11.414,-35.828,17.273
-0.020,0.935,0.015,-5.005,-26.184,8.850
0.036,0.910,0.028,7.202,-19.653,3.357
0.046,0.953,0.011,1.343,-24.902,7.874
-0.077,0.849,-0.023,4.578,-18.555,-0.916
-0.137,0.905,-0.032,5.554,-9.277,0.977
0.035,0.842,0.040,5.249,0.488,6.165
0.052,0.873,0.073,-3.906,4.578,8.667
-0.004,0.967,0.017,-3.540,-0.916,6.470
0.024,0.975,-0.028,12.695,-11.719,9.399
-0.167,1.076,0.001,2.075,-9.766,18.616
-0.038,0.935,-0.049,4.761,-15.015,13.916
-0.115,0.912,-0.064,13.611,-12.695,11.353
0.118,0.969,0.042,-1.099,-17.700,18.494
-0.208,0.653,0.021,15.503,-11.963,3.113
-0.388,1.204,0.072,9.216,9.888,-28.687
-0.286,1.570,0.057,4.456,-7.690,-53.101
0.169,0.946,-0.216,-24.597,14.709,-0.427
-0.117,1.051,0.020,4.150,12.512,-22.278
-0.131,1.036,-0.163,15.137,8.118,-4.578
0.032,0.976,0.013,-6.836,10.803,2.625
0.101,1.051,0.025,12.268,11.719,1.587
-0.037,0.951,-0.004,24.841,-2.258,-9.949
0.003,0.779,0.064,17.822,8.362,-3.357
0.024,0.765,0.079,7.568,11.414,4.944
0.106,0.976,0.002,11.902,-4.028,-7.690
0.138,0.870,0.168,4.456,-2.686,9.644
-0.015,1.141,-0.000,7.996,-22.339,-6.714
0.004,0.972,-0.006,9.216,-23.071,-6.104
0.089,0.942,-0.063,13.184,-19.287,-4.150
-0.097,0.733,0.005,-3.479,-9.644,-5.798
-0.206,0.810,-0.054,-7.629,-1.953,-3.174
-0.026,0.848,-0.046,-50.659,31.372,10.864
0.206,1.433,0.169,-40.771,33.691,6.226
-0.312,0.792,0.012,20.874,20.813,27.954
-0.143,1.206,-0.209,-12.939,6.836,17.639
0.066,1.171,-0.032,-12.756,18.677,20.020
-0.052,1.129,-0.064,-24.597,-7.141,14.832
-0.057,1.028,-0.090,11.963,-23.132,12.024
0.001,0.879,-0.114,13.428,-5.676,-2.930
-0.063,0.940,-0.078,3.235,-16.846,-1.343
-0.085,0.953,-0.068,15.320,-18.372,3.662
-0.061,0.901,-0.120,28.442,-12.512,-2.197
-0.026,0.876,-0.131,26.794,-8.179,-2.991
-0.050,0.828,-0.056,18.066,-7.751,9.033
-0.130,0.975,0.038,20.142,-6.775,9.705
-0.149,0.958,-0.017,22.339,-4.761,17.090
-0.158,0.826,0.017,16.541,7.263,18.127
-0.086,1.043,0.060,2.441,-10.986,22.583
-0.154,0.932,0.007,8.911,-7.629,10.986
-0.100,0.851,0.005,12.024,3.723,15.930
-0.206,0.885,0.002,-4.456,-8.606,9.094
-0.148,1.089,0.138,-28.137,5.127,-11.047
-0.406,1.650,0.249,-18.250,4.456,-56.335
0.067,0.697,-0.042,25.208,20.264,-2.014
-0.269,1.293,-0.044,1.587,-12.268,-19.043
-0.263,0.923,0.118,15.991,18.494,-3.357
-0.132,0.918,-0.114,17.639,27.405,-2.136
0.032,0.874,0.021,-12.451,24.963,-4.883
-0.062,1.061,0.037,-0.366,14.709,-2.075
-0.081,0.929,0.054,21.790,9.277,-9.888
-0.054,0.943,-0.010,13.794,9.705,-6.592
0.079,0.903,0.004,8.484,14.954,-9.766
0.011,0.942,0.029,11.536,10.315,-11.475
0.055,1.098,-0.012,10.071,11.597,-17.029
0.252,0.898,-0.056,17.578,10.742,-4.028
0.138,1.195,0.184,20.813,-9.521,-28.748
-0.002,0.837,0.128,34.790,-4.150,5.249
-0.012,0.954,0.011,-2.991,-21.057,-0.732
0.103,1.037,0.318,34.912,4.272,6.348
0.047,0.777,0.125,40.894,-7.202,5.981
0.096,0.742,-0.075,-4.272,-20.264,-20.386
-0.066,0.886,0.247,5.188,13.611,-6.287
-0.035,0.718,0.022,-1.953,18.372,-6.714
0.106,0.698,0.017,-55.298,16.357,8.972
0.405,2.497,0.997,-164.062,31.189,13.611
0.213,0.992,0.068,-11.353,13.062,31.189
-0.066,1.263,0.139,-23.926,-26.062,12.817
0.161,1.133,0.056,13.245,-15.320,15.991
0.013,0.850,0.083,34.607,-20.996,4.150
-0.153,0.728,0.002,6.775,-3.113,-3.662
-0.067,1.067,0.080,-4.395,-8.118,11.597
0.035,0.856,0.111,18.127,0.610,9.521
0.035,0.807,-0.054,14.343,16.296,4.272
0.066,0.799,0.014,-12.573,1.099,11.108
0.057,1.041,0.121,1.648,3.906,13.123
-0.020,0.947,0.046,22.949,2.747,11.475
-0.036,0.952,0.017,11.353,-7.751,11.353
-0.057,0.794,0.065,-4.333,-9.033,17.456
-0.112,0.890,0.010,2.380,-19.897,22.034
-0.040,0.851,0.041,-8.057,-5.493,17.761
-0.018,0.587,-0.009,-3.601,-3.235,14.099
-0.388,1.389,0.027,-37.537,-2.075,-32.410
-0.446,1.483,0.064,21.301,14.709,-64.331
0.001,1.081,-0.229,-8.911,41.199,-3.418
-0.060,1.040,0.057,-3.845,32.288,-6.958
-0.077,1.060,-0.076,13.916,41.748,3.967
0.063,0.897,0.003,13.855,10.681,2.258
0.197,0.882,-0.017,4.700,15.137,8.911
0.118,0.996,0.018,24.841,-18.738,-2.014
0.065,0.955,-0.062,25.085,-25.879,-18.921
0.040,0.851,0.046,19.165,-24.475,-16.235
0.061,0.997,0.055,4.272,-24.841,-10.071
0.088,0.952,-0.007,4.211,-37.231,-4.700
0.101,0.929,-0.076,-1.831,-24.841,0.000
0.087,1.127,0.135,6.348,-37.537,-15.076
0.047,0.925,0.044,24.719,-33.203,0.977
-0.119,1.036,-0.036,2.502,-35.645,-6.104
-0.037,0.842,0.030,14.526,0.610,-7.202
-0.061,0.794,0.040,9.644,14.709,-5.188
0.050,0.705,0.139,-10.010,16.113,6.165
0.024,1.079,0.110,-47.241,24.719,23.376
0.024,0.911,-0.085,-40.405,27.100,13.794
0.336,2.035,0.284,-72.571,14.038,12.085
0.166,1.220,0.028,-4.395,-13.977,9.033
-0.075,1.079,0.018,-1.526,-32.104,11.963
-0.058,1.067,-0.022,-5.493,-23.865,19.897
-0.038,0.824,0.039,6.348,-24.475,6.897
-0.028,0.965,-0.081,-6.653,-7.141,1.526
0.060,1.100,-0.070,-8.057,-29.053,17.700
0.092,0.922,-0.022,16.296,-27.710,11.719
0.019,0.948,-0.053,23.132,-29.724,-4.517
-0.029,0.922,-0.088,24.048,-30.884,-0.183
0.012,0.787,-0.033,25.879,-36.377,1.831
-0.032,0.771,0.001,21.057,-28.870,-0.916
-0.046,0.975,0.050,19.104,-33.752,0.488
-0.155,0.965,0.041,20.447,-23.682,4.883
-0.115,1.014,0.079,-0.488,-2.441,27.405
-0.275,0.812,0.055,15.808,18.494,8.240
-0.056,0.980,0.015,2.930,9.521,27.527
-0.128,0.704,-0.031,2.075,21.545,21.545
-0.094,0.743,0.024,-20.325,28.137,15.137
-0.147,1.762,0.246,-52.002,0.488,-30.640
-0.351,1.554,0.250,12.573,36.926,-29.175
0.009,0.804,-0.234,22.766,-0.977,12.695
-0.287,1.001,-0.059,-10.010,13.733,-2.258
-0.261,0.906,0.106,4.700,43.030,-1.465
-0.047,0.979,-0.007,5.798,36.926,5.066
0.098,0.963,0.033,-11.353,33.997,-0.549
0.043,0.999,0.088,2.747,24.841,-6.042
-0.048,0.901,-0.067,14.221,19.409,3.235
-0.031,0.951,-0.068,13.489,7.141,1.282
0.138,0.913,-0.075,11.414,-5.005,-7.812
0.098,0.879,-0.110,7.019,-18.433,-15.686
0.176,0.935,-0.158,6.592,-39.001,-19.897
0.101,1.133,0.032,18.494,-37.537,-25.391
0.024,1.018,-0.067,28.137,-30.884,10.193
-0.184,0.797,0.115,25.635,-36.621,7.324
-0.322,0.703,0.023,-0.488,-23.132,8.423
0.032,0.812,-0.075,-10.986,-20.081,0.427
0.100,0.620,-0.148,-1.770,-26.001,-8.789
-0.015,1.436,0.071,-72.021,-29.602,-23.743
-0.257,1.486,-0.016,-42.847,-42.358,28.809
0.076,1.381,-0.044,-57.617,-75.867,-15.686
0.051,1.526,-0.147,19.409,-72.876,9.705
-0.187,0.704,-0.030,36.133,-101.135,-12.939
-0.145,0.623,-0.064,-22.339,-81.177,-8.484
-0.007,1.110,-0.053,-48.279,-88.501,8.240
-0.044,0.986,-0.052,1.648,-88.684,6.531
-0.111,0.991,-0.236,-0.366,-64.514,5.127
-0.077,1.051,-0.084,6.042,-62.988,3.906
-0.031,0.954,-0.114,22.522,-49.622,2.686
-0.027,0.854,-0.254,17.212,-37.537,6.042
-0.032,0.779,-0.243,0.244,-26.489,8.179
-0.043,0.919,-0.211,-7.080,-17.700,5.310
0.056,1.010,-0.277,11.963,-19.958,9.155
-0.493,1.589,0.081,18.188,-34.424,-62.500
0.384,0.722,-0.090,51.636,26.001,23.010
-0.002,1.151,0.118,-0.671,-31.738,-3.357
-0.026,0.694,0.134,8.240,6.775,4.761
-0.192,0.811,-0.050,11.047,-40.527,-20.203
0.140,1.170,0.046,-33.752,-5.310,-15.869
-0.036,1.009,0.043,18.127,9.521,9.888
-0.071,0.824,-0.075,-3.296,-15.747,2.563
-0.054,1.017,0.022,0.122,2.014,-6.592
0.044,1.036,-0.084,9.888,11.597,6.714
0.062,0.989,-0.099,18.799,4.456,3.845
0.051,0.945,-0.125,33.997,-3.967,-10.071
0.129,0.866,-0.210,27.832,6.470,-9.460
0.100,0.842,-0.087,17.090,10.681,-4.883
0.135,0.930,0.233,-17.517,12.573,17.334
-0.253,1.443,-0.103,-1.709,-18.127,21.118
-0.054,0.883,0.327,-16.907,-6.531,8.362
-0.088,0.903,0.137,-10.254,24.780,21.545
0.193,0.796,0.055,-51.697,-24.658,4.822
0.127,1.159,-0.086,-41.992,-22.766,-12.695
-0.021,0.998,0.040,17.456,-3.906,-1.282
0.013,0.897,-0.066,16.541,-12.451,-5.798
0.116,1.004,-0.109,-7.507,-22.522,3.235
0.086,0.981,-0.070,10.010,-18.127,10.315
-0.066,0.894,-0.069,8.789,-10.925,11.169
-0.021,0.956,-0.103,1.160,-11.719,12.024
0.028,0.887,-0.163,-4.578,-7.568,15.808
0.046,0.983,-0.161,-22.156,-6.531,10.742
0.024,1.020,-0.179,-3.235,-6.226,7.080
0.015,1.042,-0.184,13.794,-0.732,10.803
-0.038,0.969,-0.183,18.372,-2.686,12.024
0.073,0.853,-0.222,20.630,-0.732,9.827
-0.380,1.323,0.042,31.860,-15.869,-55.176
0.267,0.720,-0.081,42.664,35.828,14.709
0.036,1.056,-0.026,-22.522,8.484,6.042
0.078,0.918,0.205,12.756,14.709,-3.235
-0.065,0.779,0.052,20.874,6.226,-5.371
-0.068,0.964,0.065,-29.968,24.414,-10.498
-0.103,1.161,-0.037,24.475,23.010,0.671
-0.097,0.923,-0.129,12.512,31.738,10.986
0.021,1.054,0.006,13.062,44.556,4.700
0.053,0.972,-0.082,18.677,46.265,1.038
0.086,0.890,-0.044,19.714,30.090,-4.211
0.005,0.893,-0.011,8.728,19.104,-10.315
0.027,1.011,-0.060,12.817,30.640,-5.127
0.082,0.917,-0.056,11.597,30.640,-1.526
0.005,1.014,-0.101,25.085,30.640,-9.094
0.127,0.931,0.012,43.030,50.476,-1.709
0.249,1.348,0.299,2.869,12.268,48.218
-0.082,0.952,0.096,37.170,-3.845,5.615
-0.091,0.870,0.271,1.221,18.005,2.319
-0.035,0.693,0.248,-3.113,9.155,5.493
-0.011,0.892,0.047,-33.142,9.399,19.287
-0.065,1.167,0.052,-57.800,17.029,12.207
0.094,1.003,0.201,8.545,6.226,1.892
0.085,0.947,-0.073,11.719,34.180,-0.183
0.075,0.901,-0.100,-0.427,14.832,6.042
0.044,0.873,-0.056,-2.075,2.014,11.536
0.066,0.777,-0.227,6.226,6.592,17.944
-0.025,0.798,-0.229,-22.278,2.014,13.733
0.043,1.015,-0.053,-79.651,-0.610,3.052
0.147,1.038,0.232,57.068,12.939,-51.514
0.133,1.179,-0.094,23.193,23.804,4.639
-0.125,0.861,0.217,29.663,-5.859,-20.447
-0.183,0.964,-0.092,0.916,9.644,2.808
-0.100,1.014,-0.142,-8.606,17.334,5.737
0.038,1.027,0.104,9.888,44.861,3.723
0.032,0.913,-0.040,28.809,9.888,-1.526
-0.004,0.941,-0.100,19.348,13.733,-8.423
-0.041,0.962,-0.134,21.851,35.217,-7.935
0.048,0.878,-0.084,16.541,34.790,-6.775
0.102,0.965,-0.063,15.991,28.870,-8.728
0.082,0.886,-0.033,40.588,42.786,-8.728
0.107,1.388,0.125,-8.301,10.681,38.086
-0.081,0.801,0.150,0.793,-2.075,19.348
-0.102,0.820,0.232,-49.133,20.752,30.151
0.053,0.880,0.121,-28.442,-7.141,12.024
0.227,1.112,-0.062,-41.199,-10.925,2.075
0.006,1.092,-0.002,-3.296,9.399,-3.479
-0.038,0.913,-0.047,21.729,-8.545,-2.747
0.059,0.849,-0.145,5.798,-2.319,-0.549
0.041,0.983,-0.176,1.953,-4.639,8.789
-0.019,0.912,-0.079,10.559,-5.554,16.418
-0.007,0.948,-0.123,6.470,1.221,12.878
0.068,0.877,-0.170,8.545,2.319,7.568
0.070,0.870,-0.181,4.150,-12.024,7.751
-0.332,1.592,0.225,-88.501,-19.409,-55.908
0.235,0.873,0.052,88.013,32.349,-12.390
0.119,0.837,-0.219,4.639,26.794,16.479
-0.059,0.934,0.433,-15.625,17.395,-26.794
-0.175,1.136,-0.062,36.743,6.714,-17.517
-0.084,0.905,-0.165,-2.258,26.428,-0.610
-0.098,1.112,0.014,12.634,75.378,9.521
0.036,0.884,0.011,22.522,51.392,12.695
-0.013,0.966,-0.105,14.832,51.086,-5.127
0.119,0.961,-0.138,14.648,66.101,2.014
0.088,0.911,-0.034,15.564,53.040,-4.150
0.066,0.986,-0.048,24.170,54.138,-13.916
0.062,0.948,-0.125,27.283,58.289,-2.930
0.134,0.886,-0.063,26.367,61.096,1.526
0.282,1.214,0.238,-27.954,42.542,43.152
-0.032,1.313,0.074,16.785,22.278,20.569
-0.128,0.791,0.272,-8.667,46.997,20.813
-0.053,0.656,0.178,-16.052,44.373,18.860
0.237,0.707,0.034,-54.260,14.465,2.991
0.182,1.456,-0.218,-85.815,37.048,-4.333
0.077,1.016,0.018,12.207,36.438,-3.296
0.039,0.867,-0.118,7.629,26.733,2.380
0.062,0.882,-0.154,2.258,30.579,1.282
0.117,1.003,-0.194,2.930,27.222,8.606
0.166,0.894,-0.109,17.334,9.766,9.460
0.118,0.947,-0.200,20.203,9.583,10.925
-0.012,0.862,-0.223,19.775,25.452,5.066
0.120,0.717,-0.260,6.775,15.442,6.897
-0.269,1.489,0.046,-54.321,-3.357,-59.326
0.376,0.997,-0.010,35.278,64.636,16.418
-0.023,1.069,0.079,28.992,27.405,-7.263
-0.134,0.792,0.125,27.222,36.682,-4.028
-0.233,0.926,-0.097,17.517,18.982,3.113
0.002,1.096,-0.007,9.766,71.350,9.338
-0.019,0.977,0.117,35.034,64.148,12.329
0.050,0.864,-0.033,19.958,46.631,11.230
0.014,0.945,-0.055,5.066,59.265,3.601
0.035,0.996,-0.055,12.573,60.303,4.395
0.092,0.904,-0.081,15.930,50.232,-15.259
0.158,0.938,-0.112,12.512,54.138,-3.357
0.147,0.941,-0.071,15.198,45.166,-7.141
0.119,0.965,0.100,11.230,49.683,-0.488
-0.027,1.353,0.106,3.723,23.743,37.659
-0.098,0.908,0.188,-14.160,20.325,15.503
-0.084,0.752,0.187,-28.564,35.828,18.188
0.176,0.701,0.139,-44.800,-4.272,10.620
0.083,1.064,-0.035,-67.932,5.859,-8.728
0.003,1.207,0.000,9.338,24.109,-2.502
0.085,0.801,-0.082,21.606,9.216,-0.183
0.143,0.915,-0.131,1.526,10.986,-1.221
0.077,0.934,-0.212,12.695,4.761,10.559
0.026,0.812,-0.182,11.536,5.188,22.034
0.054,0.822,-0.231,-10.986,10.376,14.404
-0.128,1.422,0.073,-77.393,6.104,-36.865
0.198,1.127,0.192,50.049,5.249,-42.297
0.116,1.141,-0.040,28.259,11.108,-8.362
-0.091,0.759,0.164,41.565,1.099,-7.080
-0.149,0.784,-0.104,5.249,-1.160,0.305
-0.122,1.104,0.014,-18.066,5.859,-13.062
0.049,1.090,0.033,26.733,47.241,11.780
0.024,0.833,-0.058,16.663,16.663,18.616
0.001,0.926,-0.036,1.831,11.047,5.249
0.063,1.049,-0.085,15.869,27.710,0.366
0.074,0.953,-0.076,21.729,25.879,-3.113
0.059,0.959,-0.029,23.437,22.705,-3.662
0.045,0.935,-0.067,26.367,32.104,-4.211
0.021,0.898,-0.075,18.311,34.424,-8.118
0.074,0.968,-0.084,20.752,33.447,-8.057
0.147,0.919,0.158,-1.709,38.452,18.066
0.083,1.339,0.164,-9.155,10.620,51.025
-0.072,0.869,0.119,5.371,-1.099,1.282
-0.016,0.934,0.144,-27.222,17.822,9.766
0.022,0.821,0.125,-30.884,-3.784,14.832
0.061,1.069,-0.032,-49.622,-3.113,6.653
0.013,1.208,-0.049,-20.996,6.226,5.615
0.047,0.942,0.003,8.789,8.728,0.366
0.074,0.904,-0.164,13.367,14.038,-7.263
0.056,0.949,-0.226,4.761,-9.216,4.395
0.053,0.885,-0.201,14.648,-9.216,16.785
0.018,0.788,-0.186,0.549,1.404,19.714
0.008,0.875,-0.225,-11.047,3.845,9.521
-0.223,1.474,0.124,-60.303,3.967,-35.522
0.250,0.728,0.094,79.224,9.033,-38.452
0.060,1.216,-0.062,3.723,-7.935,-26.428
-0.079,0.951,0.203,42.908,1.160,-13.000
-0.194,0.727,-0.148,27.039,5.249,8.789
-0.081,0.941,0.045,-22.827,11.047,0.488
0.071,1.106,0.014,10.254,33.142,13.611
0.094,0.914,-0.057,13.550,6.775,11.353
0.017,1.002,-0.046,10.986,4.333,-0.427
0.036,1.019,-0.100,23.804,21.912,-3.540
0.018,0.934,-0.065,20.264,19.409,-6.958
0.046,0.974,-0.047,20.691,20.508,-9.766
0.069,0.932,-0.089,33.386,28.503,-10.864
0.087,0.910,-0.064,30.945,29.175,-13.611
0.160,1.003,0.278,-18.005,32.288,15.747
0.084,1.085,-0.034,-3.906,9.094,45.776
-0.068,0.790,0.212,-32.837,6.531,22.888
0.016,1.393,0.086,-35.339,19.592,-0.366
0.239,0.879,0.115,11.902,7.874,-0.732
0.084,0.784,0.006,-10.254,22.156,2.319
0.053,1.071,-0.074,-28.503,2.869,7.202
0.153,0.999,0.034,-13.977,-15.991,-1.221
0.098,0.981,0.006,15.564,15.564,-3.723
0.026,0.995,-0.106,19.470,4.822,-2.869
0.077,0.868,-0.078,6.287,-4.822,6.287
0.110,0.975,-0.078,-10.620,0.671,11.292
0.130,1.000,-0.093,-2.014,-4.211,9.705
0.100,0.975,-0.092,1.343,-6.042,10.681
0.123,0.946,-0.123,4.333,-8.484,9.033
0.073,0.910,-0.137,-4.578,-11.902,8.545
0.033,0.967,-0.158,-3.967,-9.216,9.094
0.066,0.949,-0.217,2.563,-2.869,14.282
0.067,0.895,-0.219,4.028,2.014,19.714
-0.108,1.212,-0.040,-24.658,6.897,-8.606
0.031,1.063,0.051,43.152,10.498,-35.400
0.219,0.820,-0.070,22.034,3.052,-14.526
-0.003,1.194,0.101,0.244,-18.799,-10.620
-0.196,0.906,-0.033,24.780,0.488,11.108
-0.230,0.845,-0.054,-1.892,-7.812,1.587
-0.132,1.182,-0.010,-7.935,27.161,9.583
-0.019,0.955,-0.023,18.433,32.166,12.329
-0.036,0.979,-0.000,7.629,14.465,10.315
-0.012,1.001,-0.043,27.405,19.958,2.319
-0.059,0.884,-0.063,17.334,40.955,6.897
-0.038,0.889,-0.030,3.052,26.672,2.075
-0.004,1.017,-0.026,-1.831,26.794,0.854
0.004,1.008,-0.020,6.042,28.320,-4.333
-0.007,0.972,-0.062,12.756,27.954,-9.949
-0.003,0.963,-0.090,12.634,28.198,-11.841
0.045,0.922,-0.058,17.883,30.334,-11.963
0.091,1.055,0.208,-17.212,36.072,15.015
-0.056,1.003,0.021,3.906,16.907,19.348
-0.019,0.903,0.160,-12.146,20.752,0.366
0.089,1.064,0.042,-6.348,28.992,-1.038
0.106,0.895,0.075,-6.042,21.362,4.883
0.089,1.003,-0.028,-14.282,19.714,9.888
0.197,1.015,-0.058,-10.254,6.775,4.700
0.151,0.996,-0.012,5.066,4.395,-7.568
0.096,0.992,-0.066,22.400,12.878,-8.972
0.113,0.889,-0.119,25.085,1.282,-3.723
0.132,0.882,-0.062,-0.610,-6.409,1.831
0.049,0.945,-0.040,1.282,0.549,4.639
0.035,1.017,-0.048,-9.888,1.831,0.549
0.121,1.094,0.012,-4.211,-4.700,-1.831
0.118,0.889,0.009,5.005,7.019,7.263
0.066,1.026,-0.038,1.526,-0.366,0.916
0.010,1.025,-0.004,10.193,3.479,4.150
-0.018,0.924,-0.053,2.991,4.028,9.155
0.024,1.068,0.080,9.583,5.188,4.822
0.129,0.897,0.049,7.141,-2.686,4.517
0.033,0.916,-0.063,-9.338,-8.606,-3.418
-0.026,1.152,-0.057,7.202,-7.324,-4.272
0.009,0.961,-0.031,12.024,6.470,8.118
0.053,0.900,0.025,2.747,-6.836,6.470
0.051,1.040,-0.033,5.554,-7.263,0.671
0.012,0.940,-0.039,10.193,-1.282,-1.221
0.003,0.974,-0.045,1.770,-6.348,1.404
0.043,0.988,-0.020,4.822,-4.333,4.211
0.025,0.968,-0.016,6.775,-2.258,1.709
0.011,0.966,-0.016,5.249,-3.906,0.977
0.014,0.989,-0.014,2.991,-1.160,2.319
0.030,0.976,-0.010,2.625,-0.671,2.075
0.020,0.980,-0.005,3.296,0.122,1.831
0.020,0.979,-0.013,4.944,0.183,2.625
0.022,0.980,0.005,2.136,1.770,0.854
0.019,1.023,-0.022,5.615,-1.099,0.732
0.011,0.984,-0.020,13.489,1.038,3.967
0.029,0.941,0.005,6.042,2.014,4.761
0.015,0.939,-0.023,4.639,0.854,4.333
0.013,0.968,-0.020,-2.380,4.028,1.404
-0.040,0.976,0.013,-2.930,9.766,1.404
-0.012,0.960,-0.012,-1.587,14.832,2.625
0.000,0.974,-0.029,-4.272,20.020,1.038
-0.003,0.993,-0.008,-3.113,23.193,-1.099
0.017,1.027,0.023,1.770,23.376,-1.953
0.079,0.975,0.042,16.357,17.456,0.549
-0.017,0.927,0.029,26.550,15.991,-13.672
-0.012,0.998,-0.036,19.287,24.902,-15.991
-0.074,1.027,-0.088,9.644,39.368,-4.272
-0.043,0.983,-0.018,-2.747,37.354,1.465
-0.061,1.000,-0.008,-1.404,47.852,4.089
0.017,0.983,-0.005,4.883,50.964,0.183
